Id,target
0,114.58368923196419
1,118.0128146582845
2,-21.73985232924224
3,-43.93689854140067
4,-95.9148984420846
5,-44.50742395660598
6,-75.56652596221427
7,23.82083548566984
8,173.83528378563474
9,172.84928956956807
10,-105.40231168859383
11,-20.80202343203151
12,-3.9132377724324146
13,122.99918625290407
14,40.307884207555894
15,45.712849511051125
16,-189.62849092386878
17,22.61254540308695
18,11.641047312746398
19,136.34214311963237
20,64.9162552322345
21,-61.98848843720623
22,-108.1946790206056
23,-7.412127467739407
24,-58.523952754085
25,11.888977748249257
26,29.237640028738404
27,107.68757889279827
28,24.14685634074305
29,-26.105012033562826
30,110.96807606148192
31,-44.8797096414473
32,216.79993906474408
33,-13.86060516447311
34,-228.60318237978984
35,154.89602116368775
36,-2.2258338959472983
37,12.723034426201014
38,-308.3078766881891
39,77.11075832295668
40,-81.20791770025585
41,-206.63292494158964
42,-238.7628813624673
43,134.75736517848893
44,-73.75147767846401
45,105.46370235126909
46,-3.5907492674869603
47,20.604383948985916
48,-98.01873539455194
49,-27.516904913914086
50,10.815900096826743
51,-174.46353402433968
52,65.15575177878472
53,-97.80638440529815
54,-106.15185533453402
55,-155.9421776195436
56,62.53610320097102
57,108.62899099849837
58,-74.61034223538351
59,41.73963795691373
60,41.224298321818395
61,-50.80430071206376
62,164.8872619198778
63,43.563598502041366
64,56.93714013579344
65,24.12113337732911
66,81.67738384704381
67,-1.8030431606794206
68,-3.0973501062633355
69,1.8097727174263287
70,-23.939728774754172
71,161.87471956732216
72,-41.01298990145711
73,21.556070118957724
74,-66.43054418432276
75,-69.27101456042513
76,36.99861689933674
77,-160.49035403214424
78,-1.7615267251172924
79,151.30931871522256
80,-38.02183272062317
81,-120.32068780479321
82,-194.43634494072938
83,36.44938517832759
84,146.42571691392973
85,271.42973479853595
86,-256.99880377485675
87,-88.55126830185837
88,76.26077555149394
89,-89.94264526450459
90,-49.40992379600865
91,125.58830312630617
92,-163.89114721471063
93,-116.8233410664538
94,48.71044037602092
95,98.16840611103888
96,-215.58145914478362
97,-121.28895121161896
98,-172.34681947133973
99,-51.259413009491425
100,127.99197505624626
101,-83.89470035874898
102,-3.9335570971336997
103,-1.4581936199406025
104,0.06871571594641601
105,80.72632791162441
106,44.50955254729279
107,92.45256060444277
108,-30.29370781486322
109,-84.14094619700887
110,38.60565838291094
111,18.285065201110818
112,117.40185943207274
113,7.7087324128466355
114,73.56676994020951
115,32.72506591759869
116,-142.40392050618104
117,7.212776689087216
118,21.014028877019157
119,-22.78890324096904
120,-21.198154966380788
121,-255.77120655739148
122,267.43728016358483
123,155.03919523305177
124,14.341731698566761
125,83.51245153810983
126,-12.144223212077634
127,-153.09732352321754
128,112.39359521511246
129,-32.04590346184538
130,-216.0247625068173
131,121.05769684529758
132,-29.893091107071964
133,-86.83480659957449
134,170.72446841049015
135,39.1922861158392
136,-19.33000261424318
137,61.76416566735173
138,46.08121465670185
139,-175.02947140957866
140,130.15560904214306
141,-72.8071887474761
142,212.0903984155548
